event_id,timestamp,source_ip,destination_ip,username,event_type,severity,status,failed_attempts,mitre_technique
EVT-000229,2026-06-16 07:19:00+00:00,10.0.0.26,10.0.0.40,analyst,network_connection,Critical,alerted,0,T1071
EVT-000230,2026-05-07 08:02:00+00:00,10.0.0.17,10.0.0.20,guest,brute_force,Low,blocked,0,T1110
EVT-000231,2026-06-13 14:23:00+00:00,10.0.0.53,10.0.0.30,service_account,ids_alert,Low,allowed,0,T1046
EVT-000232,2026-04-11 02:58:00+00:00,10.0.0.20,10.0.0.20,guest,network_connection,Low,blocked,0,T1071
EVT-000233,2026-01-23 02:14:00+00:00,10.0.0.25,10.0.0.40,admin,brute_force,Low,alerted,0,T1110
EVT-000234,2026-03-27 02:07:00+00:00,10.0.0.49,10.0.0.10,admin,vulnerability_detected,Low,investigating,0,T1190
EVT-000235,2026-04-06 16:47:00+00:00,10.0.0.46,10.0.0.10,analyst,login_success,Critical,allowed,0,T1078
EVT-000236,2026-03-23 21:58:00+00:00,10.0.0.18,10.0.0.50,service_account,network_connection,Medium,blocked,0,T1071
EVT-000237,2026-03-20 18:08:00+00:00,10.0.0.17,10.0.0.50,analyst,network_connection,Low,blocked,0,T1071
EVT-000238,2026-02-28 17:43:00+00:00,10.0.0.43,10.0.0.30,guest,brute_force,Low,blocked,0,T1110
EVT-000239,2026-04-26 14:36:00+00:00,10.0.0.50,10.0.0.30,hr,brute_force,Medium,blocked,0,T1110
EVT-000240,2026-04-18 17:39:00+00:00,198.51.100.42,10.0.0.50,developer,brute_force,High,allowed,0,T1110
EVT-000241,2026-05-31 05:30:00+00:00,198.51.100.42,10.0.0.30,service_account,phishing,Low,investigating,0,T1566
EVT-000242,2026-04-23 12:33:00+00:00,10.0.0.50,10.0.0.50,developer,malware_alert,Medium,alerted,0,T1059
EVT-000243,2026-03-29 22:01:00+00:00,10.0.0.35,10.0.0.30,finance,login_success,Low,allowed,0,T1078
EVT-000244,2026-01-29 18:39:00+00:00,10.0.0.23,10.0.0.30,hr,network_connection,Low,alerted,0,T1071
EVT-000245,2026-05-14 15:46:00+00:00,10.0.0.35,10.0.0.20,guest,brute_force,Low,allowed,0,T1110
EVT-000246,2026-02-28 02:14:00+00:00,91.240.118.10,10.0.0.20,analyst,login_success,Low,alerted,0,T1078
EVT-000247,2026-06-22 02:26:00+00:00,10.0.0.25,10.0.0.20,guest,login_success,Low,alerted,0,T1078
EVT-000248,2026-02-04 13:23:00+00:00,10.0.0.42,10.0.0.40,finance,ids_alert,High,investigating,0,T1046
EVT-000249,2026-01-05 05:15:00+00:00,10.0.0.39,10.0.0.20,analyst,login_failed,High,allowed,19,T1110
EVT-000250,2026-02-21 05:15:00+00:00,10.0.0.51,10.0.0.40,developer,network_connection,Medium,allowed,0,T1071
EVT-000251,2026-03-20 10:45:00+00:00,10.0.0.33,10.0.0.40,developer,login_failed,Low,blocked,2,T1110
EVT-000252,2026-03-07 23:53:00+00:00,198.51.100.42,10.0.0.40,guest,network_connection,Medium,allowed,0,T1071
EVT-000253,2026-01-24 10:08:00+00:00,10.0.0.31,10.0.0.50,developer,brute_force,High,blocked,0,T1110
EVT-000254,2026-04-20 16:12:00+00:00,10.0.0.12,10.0.0.10,analyst,network_connection,Medium,investigating,0,T1071
EVT-000255,2026-04-05 12:59:00+00:00,10.0.0.42,10.0.0.20,developer,network_connection,Critical,alerted,0,T1071
EVT-000256,2026-01-30 13:58:00+00:00,10.0.0.29,10.0.0.50,developer,login_success,Medium,investigating,0,T1078
EVT-000257,2026-05-10 00:31:00+00:00,10.0.0.11,10.0.0.30,developer,network_connection,Medium,investigating,0,T1071
EVT-000258,2026-04-17 06:14:00+00:00,10.0.0.54,10.0.0.10,hr,login_success,Medium,blocked,0,T1078
EVT-000259,2026-05-12 07:50:00+00:00,10.0.0.43,10.0.0.50,guest,login_failed,High,blocked,13,T1110
EVT-000260,2026-01-06 17:56:00+00:00,10.0.0.22,10.0.0.10,finance,network_connection,Low,blocked,0,T1071
EVT-000261,2026-03-17 04:15:00+00:00,10.0.0.59,10.0.0.50,finance,ids_alert,High,allowed,0,T1046
EVT-000262,2026-05-09 11:34:00+00:00,10.0.0.30,10.0.0.40,hr,login_failed,High,blocked,13,T1110
EVT-000263,2026-03-25 16:18:00+00:00,10.0.0.32,10.0.0.30,hr,brute_force,Medium,blocked,0,T1110
EVT-000264,2026-02-20 18:59:00+00:00,10.0.0.29,10.0.0.30,service_account,network_connection,Low,investigating,0,T1071
EVT-000265,2026-02-27 17:10:00+00:00,10.0.0.56,10.0.0.30,developer,network_connection,Low,investigating,0,T1071
EVT-000266,2026-06-13 01:38:00+00:00,10.0.0.59,10.0.0.20,developer,brute_force,Low,allowed,0,T1110
EVT-000267,2026-03-05 01:17:00+00:00,10.0.0.57,10.0.0.40,analyst,brute_force,Low,alerted,0,T1110
EVT-000268,2026-06-19 20:26:00+00:00,10.0.0.16,10.0.0.50,service_account,network_connection,Medium,blocked,0,T1071
EVT-000269,2026-01-10 05:47:00+00:00,10.0.0.50,10.0.0.20,admin,malware_alert,Low,alerted,0,T1059
EVT-000270,2026-05-11 14:11:00+00:00,10.0.0.18,10.0.0.10,hr,network_connection,Critical,blocked,0,T1071
EVT-000271,2026-03-16 01:48:00+00:00,10.0.0.40,10.0.0.40,service_account,malware_alert,Low,alerted,0,T1059
EVT-000272,2026-02-28 11:12:00+00:00,185.220.101.1,10.0.0.50,analyst,login_success,Medium,allowed,0,T1078
EVT-000273,2026-06-16 05:57:00+00:00,10.0.0.21,10.0.0.10,guest,brute_force,Low,investigating,0,T1110
EVT-000274,2026-02-03 22:00:00+00:00,10.0.0.28,10.0.0.10,admin,brute_force,Low,allowed,0,T1110
EVT-000275,2026-06-19 00:28:00+00:00,10.0.0.51,10.0.0.50,hr,brute_force,Medium,blocked,0,T1110
EVT-000276,2026-06-04 22:20:00+00:00,10.0.0.17,10.0.0.30,analyst,network_connection,Medium,alerted,0,T1071
EVT-000277,2026-05-11 19:36:00+00:00,10.0.0.28,10.0.0.50,service_account,login_success,High,blocked,0,T1078
EVT-000278,2026-04-22 05:18:00+00:00,10.0.0.37,10.0.0.50,developer,phishing,Low,allowed,0,T1566
EVT-000279,2026-02-03 15:19:00+00:00,10.0.0.25,10.0.0.10,developer,brute_force,Low,investigating,0,T1110
EVT-000280,2026-05-18 05:12:00+00:00,10.0.0.47,10.0.0.50,admin,login_success,Low,alerted,0,T1078
EVT-000281,2026-05-07 02:45:00+00:00,10.0.0.39,10.0.0.30,analyst,login_success,Low,alerted,0,T1078
EVT-000282,2026-05-06 15:55:00+00:00,10.0.0.28,10.0.0.30,hr,login_failed,Low,blocked,8,T1110
EVT-000283,2026-03-29 01:12:00+00:00,10.0.0.48,10.0.0.30,finance,login_failed,High,blocked,18,T1110
EVT-000284,2026-05-19 16:36:00+00:00,10.0.0.15,10.0.0.50,finance,login_success,Medium,alerted,0,T1078
EVT-000285,2026-01-15 05:14:00+00:00,198.51.100.42,10.0.0.50,analyst,brute_force,Medium,blocked,0,T1110
EVT-000286,2026-01-30 22:52:00+00:00,10.0.0.17,10.0.0.20,service_account,login_success,Medium,allowed,0,T1078
EVT-000287,2026-06-13 15:18:00+00:00,10.0.0.39,10.0.0.20,hr,network_connection,Low,allowed,0,T1071
EVT-000288,2026-04-12 17:25:00+00:00,10.0.0.56,10.0.0.10,finance,network_connection,Low,allowed,0,T1071
EVT-000289,2026-05-16 18:28:00+00:00,91.240.118.10,10.0.0.30,service_account,login_success,Low,allowed,0,T1078
EVT-000290,2026-06-20 03:15:00+00:00,10.0.0.40,10.0.0.10,developer,phishing,Low,blocked,0,T1566
EVT-000291,2026-05-20 09:57:00+00:00,10.0.0.36,10.0.0.30,finance,malware_alert,Low,investigating,0,T1059
EVT-000292,2026-03-10 09:13:00+00:00,10.0.0.44,10.0.0.20,service_account,login_failed,High,investigating,12,T1110
EVT-000293,2026-04-07 06:32:00+00:00,10.0.0.10,10.0.0.10,developer,login_failed,High,investigating,15,T1110
EVT-000294,2026-04-07 20:03:00+00:00,10.0.0.39,10.0.0.30,analyst,login_success,Low,allowed,0,T1078
EVT-000295,2026-01-06 20:45:00+00:00,10.0.0.59,10.0.0.10,analyst,vulnerability_detected,Low,allowed,0,T1190
EVT-000296,2026-04-19 02:58:00+00:00,10.0.0.55,10.0.0.10,analyst,login_failed,Low,blocked,2,T1110
EVT-000297,2026-04-09 06:14:00+00:00,10.0.0.13,10.0.0.20,hr,login_success,Critical,blocked,0,T1078
EVT-000298,2026-05-29 12:13:00+00:00,10.0.0.46,10.0.0.50,guest,brute_force,Medium,alerted,0,T1110
EVT-000299,2026-02-13 03:02:00+00:00,198.51.100.42,10.0.0.20,finance,login_success,Low,allowed,0,T1078
EVT-000300,2026-04-12 08:20:00+00:00,10.0.0.21,10.0.0.40,hr,brute_force,Medium,alerted,0,T1110
EVT-000301,2026-06-21 09:51:00+00:00,10.0.0.43,10.0.0.30,service_account,malware_alert,Low,blocked,0,T1059
EVT-000302,2026-02-24 14:13:00+00:00,10.0.0.40,10.0.0.20,guest,login_success,Low,blocked,0,T1078
EVT-000303,2026-05-27 16:29:00+00:00,91.240.118.10,10.0.0.40,hr,network_connection,Medium,investigating,0,T1071
EVT-000304,2026-02-14 05:03:00+00:00,10.0.0.15,10.0.0.40,guest,login_success,Low,blocked,0,T1078
EVT-000305,2026-01-10 09:10:00+00:00,10.0.0.48,10.0.0.10,guest,login_success,Low,blocked,0,T1078
EVT-000306,2026-03-29 06:30:00+00:00,10.0.0.29,10.0.0.10,analyst,login_success,Critical,allowed,0,T1078
EVT-000307,2026-05-16 23:09:00+00:00,10.0.0.25,10.0.0.50,service_account,brute_force,Low,blocked,0,T1110
EVT-000308,2026-04-11 12:04:00+00:00,10.0.0.39,10.0.0.50,service_account,login_success,Low,alerted,0,T1078
EVT-000309,2026-03-07 11:18:00+00:00,10.0.0.16,10.0.0.40,guest,network_connection,High,blocked,0,T1071
EVT-000310,2026-03-09 11:38:00+00:00,45.155.205.233,10.0.0.20,admin,login_success,Low,investigating,0,T1078
EVT-000311,2026-02-23 17:42:00+00:00,10.0.0.34,10.0.0.50,guest,login_failed,Medium,alerted,8,T1110
EVT-000312,2026-02-16 20:16:00+00:00,10.0.0.56,10.0.0.40,finance,ids_alert,Low,alerted,0,T1046
EVT-000313,2026-01-31 19:31:00+00:00,10.0.0.21,10.0.0.50,service_account,login_failed,Medium,allowed,2,T1110
EVT-000314,2026-06-22 01:35:00+00:00,185.220.101.1,10.0.0.40,analyst,vulnerability_detected,High,blocked,0,T1190
EVT-000315,2026-01-13 08:57:00+00:00,198.51.100.42,10.0.0.40,developer,ids_alert,Low,investigating,0,T1046
EVT-000316,2026-05-01 00:27:00+00:00,198.51.100.42,10.0.0.40,admin,network_connection,Low,alerted,0,T1071
EVT-000317,2026-04-08 12:40:00+00:00,91.240.118.10,10.0.0.20,admin,brute_force,High,blocked,0,T1110
EVT-000318,2026-02-13 20:48:00+00:00,10.0.0.32,10.0.0.30,guest,login_success,Low,alerted,0,T1078
EVT-000319,2026-06-24 15:14:00+00:00,10.0.0.54,10.0.0.20,developer,login_success,Medium,allowed,0,T1078
EVT-000320,2026-04-30 00:12:00+00:00,10.0.0.12,10.0.0.10,finance,brute_force,Low,investigating,0,T1110
EVT-000321,2026-01-11 05:10:00+00:00,10.0.0.15,10.0.0.40,guest,malware_alert,Low,alerted,0,T1059
EVT-000322,2026-04-14 00:15:00+00:00,10.0.0.43,10.0.0.10,analyst,brute_force,Low,investigating,0,T1110
EVT-000323,2026-02-19 08:25:00+00:00,103.75.201.2,10.0.0.50,hr,login_failed,Low,alerted,2,T1110
EVT-000324,2026-01-03 20:24:00+00:00,10.0.0.58,10.0.0.40,admin,brute_force,Low,blocked,0,T1110
EVT-000325,2026-04-14 03:55:00+00:00,10.0.0.44,10.0.0.30,finance,vulnerability_detected,High,blocked,0,T1190
EVT-000326,2026-05-24 21:44:00+00:00,10.0.0.42,10.0.0.30,admin,brute_force,Low,blocked,0,T1110
EVT-000327,2026-06-02 16:13:00+00:00,10.0.0.49,10.0.0.50,finance,login_failed,High,alerted,11,T1110
EVT-000328,2026-05-23 15:22:00+00:00,10.0.0.32,10.0.0.50,finance,brute_force,Low,investigating,0,T1110
EVT-000329,2026-01-16 14:24:00+00:00,10.0.0.25,10.0.0.10,admin,vulnerability_detected,Low,investigating,0,T1190
EVT-000330,2026-05-10 13:21:00+00:00,91.240.118.10,10.0.0.30,developer,vulnerability_detected,Low,allowed,0,T1190
EVT-000331,2026-06-21 15:51:00+00:00,10.0.0.27,10.0.0.10,analyst,login_success,Low,investigating,0,T1078
EVT-000332,2026-03-23 17:01:00+00:00,10.0.0.16,10.0.0.10,admin,network_connection,Low,allowed,0,T1071
EVT-000333,2026-04-19 16:00:00+00:00,10.0.0.34,10.0.0.10,developer,malware_alert,Low,allowed,0,T1059
EVT-000334,2026-05-12 22:53:00+00:00,10.0.0.25,10.0.0.50,hr,brute_force,Low,investigating,0,T1110
EVT-000335,2026-01-31 20:33:00+00:00,10.0.0.41,10.0.0.20,admin,login_failed,Low,investigating,6,T1110
EVT-000336,2026-02-24 13:38:00+00:00,103.75.201.2,10.0.0.20,service_account,network_connection,Medium,blocked,0,T1071
EVT-000337,2026-03-25 08:25:00+00:00,10.0.0.35,10.0.0.30,guest,login_failed,High,alerted,20,T1110
EVT-000338,2026-03-22 03:21:00+00:00,10.0.0.51,10.0.0.50,analyst,login_success,Low,blocked,0,T1078
EVT-000339,2026-03-29 04:49:00+00:00,10.0.0.30,10.0.0.30,service_account,login_success,Medium,investigating,0,T1078
EVT-000340,2026-06-26 04:13:00+00:00,10.0.0.34,10.0.0.30,guest,network_connection,High,alerted,0,T1071
EVT-000341,2026-01-21 17:35:00+00:00,10.0.0.44,10.0.0.20,service_account,brute_force,High,allowed,0,T1110
EVT-000342,2026-06-23 11:44:00+00:00,10.0.0.23,10.0.0.40,guest,ids_alert,Low,allowed,0,T1046
EVT-000343,2026-05-30 02:06:00+00:00,10.0.0.53,10.0.0.40,analyst,vulnerability_detected,Medium,blocked,0,T1190
EVT-000344,2026-02-15 23:58:00+00:00,10.0.0.34,10.0.0.10,finance,malware_alert,Critical,investigating,0,T1059
EVT-000345,2026-04-16 23:51:00+00:00,10.0.0.54,10.0.0.40,hr,login_success,Low,alerted,0,T1078
EVT-000346,2026-05-08 17:29:00+00:00,10.0.0.50,10.0.0.10,admin,phishing,High,alerted,0,T1566
EVT-000347,2026-01-31 06:44:00+00:00,91.240.118.10,10.0.0.30,guest,malware_alert,Low,allowed,0,T1059
EVT-000348,2026-01-18 22:49:00+00:00,10.0.0.43,10.0.0.50,hr,login_success,Medium,blocked,0,T1078
EVT-000349,2026-03-23 03:38:00+00:00,10.0.0.53,10.0.0.50,service_account,login_success,Medium,alerted,0,T1078
EVT-000350,2026-01-05 11:18:00+00:00,10.0.0.15,10.0.0.10,guest,network_connection,Critical,blocked,0,T1071
EVT-000351,2026-03-05 09:52:00+00:00,10.0.0.23,10.0.0.50,finance,login_success,Low,allowed,0,T1078
EVT-000352,2026-03-21 18:22:00+00:00,10.0.0.14,10.0.0.30,admin,ids_alert,High,allowed,0,T1046
EVT-000353,2026-01-05 02:40:00+00:00,10.0.0.53,10.0.0.20,service_account,vulnerability_detected,Low,blocked,0,T1190
EVT-000354,2026-04-11 11:19:00+00:00,10.0.0.39,10.0.0.20,guest,login_failed,High,blocked,13,T1110
EVT-000355,2026-04-27 14:17:00+00:00,10.0.0.57,10.0.0.50,analyst,malware_alert,Low,investigating,0,T1059
EVT-000356,2026-03-12 18:50:00+00:00,10.0.0.27,10.0.0.10,hr,login_failed,High,blocked,4,T1110
EVT-000357,2026-03-08 14:10:00+00:00,10.0.0.26,10.0.0.40,hr,login_success,Critical,alerted,0,T1078
EVT-000358,2026-04-19 16:12:00+00:00,10.0.0.17,10.0.0.30,developer,login_success,High,blocked,0,T1078
EVT-000359,2026-05-29 03:16:00+00:00,10.0.0.49,10.0.0.50,admin,ids_alert,Medium,alerted,0,T1046
EVT-000360,2026-01-22 10:56:00+00:00,103.75.201.2,10.0.0.20,hr,login_success,Low,blocked,0,T1078
EVT-000361,2026-04-15 15:21:00+00:00,10.0.0.50,10.0.0.50,service_account,login_success,High,blocked,0,T1078
EVT-000362,2026-04-12 00:27:00+00:00,10.0.0.21,10.0.0.30,guest,login_failed,High,alerted,15,T1110
EVT-000363,2026-06-23 06:39:00+00:00,91.240.118.10,10.0.0.50,hr,login_failed,High,investigating,16,T1110
EVT-000364,2026-03-17 15:55:00+00:00,10.0.0.20,10.0.0.10,hr,ids_alert,Low,blocked,0,T1046
EVT-000365,2026-02-23 04:09:00+00:00,10.0.0.28,10.0.0.20,guest,login_failed,High,investigating,15,T1110
EVT-000366,2026-04-11 01:47:00+00:00,10.0.0.27,10.0.0.50,guest,network_connection,Critical,allowed,0,T1071
EVT-000367,2026-05-19 08:30:00+00:00,10.0.0.37,10.0.0.10,service_account,ids_alert,High,blocked,0,T1046
EVT-000368,2026-02-24 04:42:00+00:00,103.75.201.2,10.0.0.30,guest,phishing,High,investigating,0,T1566
EVT-000369,2026-06-07 12:30:00+00:00,10.0.0.25,10.0.0.20,guest,brute_force,Medium,alerted,0,T1110
EVT-000370,2026-06-06 17:58:00+00:00,10.0.0.20,10.0.0.50,analyst,ids_alert,High,blocked,0,T1046
EVT-000371,2026-05-27 15:01:00+00:00,10.0.0.27,10.0.0.50,hr,login_failed,Low,alerted,6,T1110
EVT-000372,2026-02-22 16:06:00+00:00,10.0.0.42,10.0.0.10,analyst,network_connection,Critical,investigating,0,T1071
EVT-000373,2026-06-17 06:09:00+00:00,10.0.0.51,10.0.0.20,service_account,login_failed,Low,alerted,5,T1110
EVT-000374,2026-05-31 19:41:00+00:00,10.0.0.35,10.0.0.40,analyst,login_success,Medium,alerted,0,T1078
EVT-000375,2026-04-25 06:57:00+00:00,10.0.0.50,10.0.0.10,finance,login_success,Medium,alerted,0,T1078
EVT-000376,2026-05-07 11:12:00+00:00,10.0.0.41,10.0.0.30,hr,brute_force,Low,allowed,0,T1110
EVT-000377,2026-05-14 01:29:00+00:00,10.0.0.54,10.0.0.30,guest,brute_force,Low,investigating,0,T1110
EVT-000378,2026-02-09 15:42:00+00:00,10.0.0.41,10.0.0.30,developer,brute_force,High,alerted,0,T1110
EVT-000379,2026-04-10 15:14:00+00:00,10.0.0.41,10.0.0.30,service_account,network_connection,High,allowed,0,T1071
EVT-000380,2026-01-19 03:02:00+00:00,10.0.0.11,10.0.0.10,guest,malware_alert,Low,investigating,0,T1059
EVT-000381,2026-01-01 02:57:00+00:00,10.0.0.54,10.0.0.20,service_account,brute_force,Low,alerted,0,T1110
EVT-000382,2026-01-17 23:48:00+00:00,10.0.0.33,10.0.0.20,admin,malware_alert,Low,alerted,0,T1059
EVT-000383,2026-05-13 03:53:00+00:00,10.0.0.51,10.0.0.10,service_account,ids_alert,Low,blocked,0,T1046
EVT-000384,2026-03-28 19:12:00+00:00,10.0.0.43,10.0.0.40,admin,login_failed,Medium,allowed,1,T1110
EVT-000385,2026-06-29 21:18:00+00:00,10.0.0.40,10.0.0.10,analyst,phishing,Low,allowed,0,T1566
EVT-000386,2026-01-19 18:53:00+00:00,10.0.0.18,10.0.0.40,guest,login_success,High,blocked,0,T1078
EVT-000387,2026-04-27 19:05:00+00:00,198.51.100.42,10.0.0.50,admin,brute_force,Medium,blocked,0,T1110
EVT-000388,2026-03-22 02:49:00+00:00,10.0.0.57,10.0.0.20,finance,login_success,Medium,investigating,0,T1078
EVT-000389,2026-06-06 13:14:00+00:00,10.0.0.18,10.0.0.10,hr,login_success,Medium,alerted,0,T1078
EVT-000390,2026-06-25 08:29:00+00:00,10.0.0.25,10.0.0.30,service_account,login_success,Low,alerted,0,T1078
EVT-000391,2026-05-22 19:22:00+00:00,103.75.201.2,10.0.0.20,hr,brute_force,Medium,blocked,0,T1110
EVT-000392,2026-05-17 03:22:00+00:00,10.0.0.25,10.0.0.40,finance,login_success,Low,investigating,0,T1078
EVT-000393,2026-04-27 03:49:00+00:00,10.0.0.10,10.0.0.30,developer,malware_alert,Low,investigating,0,T1059
EVT-000394,2026-03-08 12:30:00+00:00,91.240.118.10,10.0.0.10,admin,network_connection,Medium,allowed,0,T1071
EVT-000395,2026-02-17 17:30:00+00:00,10.0.0.35,10.0.0.50,developer,login_success,Medium,investigating,0,T1078
EVT-000396,2026-03-19 02:37:00+00:00,198.51.100.42,10.0.0.50,hr,ids_alert,Low,allowed,0,T1046
EVT-000397,2026-02-26 10:00:00+00:00,10.0.0.19,10.0.0.50,developer,login_failed,High,allowed,13,T1110
EVT-000398,2026-02-26 11:09:00+00:00,10.0.0.25,10.0.0.10,analyst,ids_alert,Low,investigating,0,T1046
EVT-000399,2026-01-22 02:45:00+00:00,10.0.0.29,10.0.0.20,admin,network_connection,Low,blocked,0,T1071
EVT-000400,2026-05-08 16:53:00+00:00,10.0.0.32,10.0.0.50,hr,login_failed,Low,blocked,9,T1110
EVT-000401,2026-05-17 11:49:00+00:00,10.0.0.17,10.0.0.10,developer,vulnerability_detected,High,alerted,0,T1190
EVT-000402,2026-04-06 08:45:00+00:00,10.0.0.46,10.0.0.10,finance,login_failed,High,allowed,15,T1110
EVT-000403,2026-04-01 22:49:00+00:00,45.155.205.233,10.0.0.30,guest,phishing,Low,allowed,0,T1566
EVT-000404,2026-02-11 13:54:00+00:00,185.220.101.1,10.0.0.20,admin,ids_alert,Medium,investigating,0,T1046
EVT-000405,2026-06-17 12:31:00+00:00,10.0.0.12,10.0.0.50,guest,login_failed,High,blocked,14,T1110
EVT-000406,2026-03-17 18:39:00+00:00,10.0.0.14,10.0.0.50,developer,brute_force,Low,allowed,0,T1110
EVT-000407,2026-02-02 15:34:00+00:00,10.0.0.12,10.0.0.40,admin,login_success,High,alerted,0,T1078
EVT-000408,2026-05-21 19:35:00+00:00,10.0.0.45,10.0.0.40,admin,vulnerability_detected,Low,alerted,0,T1190
EVT-000409,2026-04-13 15:18:00+00:00,10.0.0.25,10.0.0.40,developer,vulnerability_detected,Medium,investigating,0,T1190
EVT-000410,2026-05-21 15:35:00+00:00,10.0.0.44,10.0.0.20,analyst,vulnerability_detected,Low,investigating,0,T1190
EVT-000411,2026-01-05 08:27:00+00:00,10.0.0.54,10.0.0.10,developer,login_success,Low,investigating,0,T1078
EVT-000412,2026-06-04 13:21:00+00:00,10.0.0.23,10.0.0.50,analyst,ids_alert,Low,allowed,0,T1046
EVT-000413,2026-06-27 01:10:00+00:00,10.0.0.15,10.0.0.10,analyst,brute_force,High,investigating,0,T1110
EVT-000414,2026-05-08 14:02:00+00:00,10.0.0.57,10.0.0.10,hr,phishing,Low,blocked,0,T1566
EVT-000415,2026-04-27 00:02:00+00:00,198.51.100.42,10.0.0.10,finance,vulnerability_detected,Medium,blocked,0,T1190
EVT-000416,2026-02-13 02:28:00+00:00,10.0.0.35,10.0.0.30,developer,login_success,Medium,blocked,0,T1078
EVT-000417,2026-01-14 14:18:00+00:00,198.51.100.42,10.0.0.10,analyst,brute_force,Low,investigating,0,T1110
EVT-000418,2026-03-26 20:13:00+00:00,103.75.201.2,10.0.0.20,finance,login_success,Low,alerted,0,T1078
EVT-000419,2026-06-05 04:33:00+00:00,103.75.201.2,10.0.0.50,admin,login_failed,High,alerted,7,T1110
EVT-000420,2026-01-28 00:02:00+00:00,10.0.0.32,10.0.0.40,hr,login_failed,Medium,alerted,2,T1110
EVT-000421,2026-05-30 07:01:00+00:00,91.240.118.10,10.0.0.40,hr,brute_force,Medium,blocked,0,T1110
EVT-000422,2026-01-18 05:51:00+00:00,10.0.0.18,10.0.0.10,admin,network_connection,Low,blocked,0,T1071
EVT-000423,2026-01-24 19:06:00+00:00,10.0.0.53,10.0.0.10,hr,login_success,Medium,allowed,0,T1078
EVT-000424,2026-01-04 23:14:00+00:00,10.0.0.51,10.0.0.40,guest,brute_force,Low,alerted,0,T1110
EVT-000425,2026-01-23 07:19:00+00:00,10.0.0.20,10.0.0.50,finance,login_failed,High,investigating,13,T1110
EVT-000426,2026-05-05 09:00:00+00:00,10.0.0.21,10.0.0.30,developer,login_success,Low,blocked,0,T1078
EVT-000427,2026-01-07 07:23:00+00:00,10.0.0.51,10.0.0.30,finance,malware_alert,Low,investigating,0,T1059
EVT-000428,2026-01-12 02:25:00+00:00,10.0.0.36,10.0.0.20,service_account,login_failed,High,allowed,17,T1110
EVT-000429,2026-03-11 15:09:00+00:00,10.0.0.44,10.0.0.40,developer,vulnerability_detected,High,alerted,0,T1190
EVT-000430,2026-03-12 16:51:00+00:00,198.51.100.42,10.0.0.20,admin,login_success,High,alerted,0,T1078
EVT-000431,2026-01-11 15:59:00+00:00,10.0.0.32,10.0.0.50,analyst,vulnerability_detected,Critical,allowed,0,T1190
EVT-000432,2026-02-15 02:54:00+00:00,10.0.0.57,10.0.0.10,guest,malware_alert,Critical,blocked,0,T1059
EVT-000433,2026-04-15 19:14:00+00:00,10.0.0.32,10.0.0.20,analyst,vulnerability_detected,Low,alerted,0,T1190
EVT-000434,2026-05-27 18:23:00+00:00,10.0.0.47,10.0.0.10,service_account,ids_alert,Medium,blocked,0,T1046
EVT-000435,2026-04-13 12:15:00+00:00,10.0.0.41,10.0.0.50,developer,brute_force,Low,allowed,0,T1110
EVT-000436,2026-01-17 10:20:00+00:00,10.0.0.11,10.0.0.50,finance,login_failed,Low,blocked,1,T1110
EVT-000437,2026-05-27 19:24:00+00:00,10.0.0.30,10.0.0.10,admin,login_failed,Medium,blocked,5,T1110
EVT-000438,2026-05-21 23:15:00+00:00,10.0.0.33,10.0.0.10,developer,login_failed,High,alerted,13,T1110
EVT-000439,2026-02-24 22:25:00+00:00,10.0.0.56,10.0.0.40,guest,login_success,Medium,investigating,0,T1078
EVT-000440,2026-04-29 04:18:00+00:00,10.0.0.45,10.0.0.50,guest,login_success,Low,blocked,0,T1078
EVT-000441,2026-03-10 21:11:00+00:00,10.0.0.18,10.0.0.20,service_account,login_success,Low,investigating,0,T1078
EVT-000442,2026-06-04 21:00:00+00:00,10.0.0.12,10.0.0.20,hr,brute_force,Low,blocked,0,T1110
EVT-000443,2026-04-27 10:39:00+00:00,10.0.0.19,10.0.0.30,service_account,network_connection,Low,alerted,0,T1071
EVT-000444,2026-06-28 20:04:00+00:00,10.0.0.15,10.0.0.30,finance,login_success,Low,blocked,0,T1078
EVT-000445,2026-02-15 10:15:00+00:00,10.0.0.16,10.0.0.10,admin,ids_alert,Low,investigating,0,T1046
EVT-000446,2026-06-26 10:04:00+00:00,10.0.0.34,10.0.0.30,hr,login_failed,High,investigating,13,T1110
EVT-000447,2026-05-24 14:00:00+00:00,10.0.0.53,10.0.0.20,analyst,phishing,Medium,allowed,0,T1566
EVT-000448,2026-02-23 16:28:00+00:00,10.0.0.16,10.0.0.10,developer,login_failed,High,blocked,6,T1110
EVT-000449,2026-05-14 06:05:00+00:00,10.0.0.15,10.0.0.30,hr,login_failed,High,allowed,20,T1110
EVT-000450,2026-03-20 12:28:00+00:00,91.240.118.10,10.0.0.20,admin,brute_force,Low,blocked,0,T1110
EVT-000451,2026-06-27 09:12:00+00:00,10.0.0.56,10.0.0.50,developer,login_success,Medium,alerted,0,T1078
EVT-000452,2026-02-13 05:51:00+00:00,10.0.0.45,10.0.0.40,analyst,login_failed,Low,investigating,2,T1110
EVT-000453,2026-01-16 22:51:00+00:00,10.0.0.48,10.0.0.40,analyst,login_success,Low,blocked,0,T1078
EVT-000454,2026-02-01 02:22:00+00:00,10.0.0.40,10.0.0.10,developer,malware_alert,High,investigating,0,T1059
